id,text,target,language,set,HS,TR,AG
2063,"Some #UNSC members prefer to keep meetings private on the #Rohingya refugee crisis — but because of the one year anniversary &amp; the intense public interest in the Council mission, we believe it is right to do this session in public: https://t.co/sEceVrRlcM — says @KarenPierceUN",mig,en,train,0,0,0
2064,"This is an invasion.  They are not ""refugees"".  This is an attack on the US, buy the #Democrats! https://t.co/VxXsomqwHP",mig,en,train,1,0,1
2065,Trump Administration wants to end special UN agency just for Palestinian so-called “refugees” https://t.co/WybArd2Eex https://t.co/EVOscltq31,mig,en,train,0,0,0
2066,@rajnathsingh Govt not taking concrete action to stop influx of illegal migrants r foreigners overstaying with expired Visas.,mig,en,train,0,0,0
2067,Germany tells Italy it will take 50 migrants from Frontex ships https://t.co/7K6lSjvt2m https://t.co/my1tKavZWc,mig,en,train,0,0,0
2068,Democratic straw clutching.  They know they dont appeal to the real voters with policies for the few globalists immigrants and illegal voters.  therefore they seek to insult rather than tell a better story.  @realDonaldTrump,mig,en,train,1,0,0
2069,White Dragon Society &amp; Russia &amp; COM-12 &amp; Gnostic Illuminati &amp; CIA NSA MI6 FBI White Hat faction Alliance bounty on George Soros who funds all CIA Al-Qaeda DHS Muslim terrorist infiltrators &amp; free-welfare-money illegal immigrant voters for Obama's democrat party &amp; MS-13 assassins https://t.co/6SVHzS8iwD,mig,en,train,0,0,0
2070,"Marianna's* status and documentation as the wife of a refugee was what she thought she needed...However, only... https://t.co/FAMExeR1fT",mig,en,train,0,0,0
2071,"Did you know #Bangladesh plans to ship over 100,000 #Rohingya refugees to a tidally affected, uninhabited island that could be fully submerged if a typhoon hits? Not all is well in the camps either! @hrw report &amp; press conf 6 Aug 10:30 am in #Bangkok #FCCT https://t.co/sIgShhSgnc https://t.co/DVIvub0W1d",mig,en,train,0,0,0
2072,"Finnish Men patrol the streets to protect women from refugees ""Migrants should be deported"" - Free Speech Time - https://t.co/yM3cd7Jgsh @ISupport_Israel",mig,en,train,1,0,1
2073,Ebola heroes to protest over migrants being denied NHS healthcare https://t.co/Jjv72j4R1E,mig,en,train,0,0,0
2074,"#BuildThatwall #ICE ICE can not have a zero tolerance policy at the Boarder while they let EB5 Immigrant commit fraud and harm US citizens to gain permanent residency in the US. See print, sign, and mail 2 Dir. Vitiello support us - RT",mig,en,train,1,0,1
2075,"An island of civilization in an increasingly dark world, Bettys was founded by an immigrant from Europe and owes its success to a harmonious fusion of cultures. Is there a lesson here? https://t.co/aBebKfUGwH",mig,en,train,0,0,0
2076,Pre-paid cards for refugees in Turkey https://t.co/wXboiFjc9G,mig,en,train,0,0,0
2077,"This kind of #Goldmenschen #Merkelgeschenke is what we get from saving #refugees from""drowning in the #ocean""(while actually polluting the #oceans A LOT BTW). What does it take to make the #westernworld WAKE UP&amp;SEND THEM BACK HOME? #Refugeesnotwelcome #MerkelMussWeg #GRENZENDICHT https://t.co/O4BUX5aTUN",mig,en,train,1,0,1
2078,Rauner Drags His Feet While Immigrant Communities are Under Attack #ilgov #twill https://t.co/3L5MY3EHpB,mig,en,train,0,0,0
2079,"@RichardGrenell @realDonaldTrump @restore_US_nowU tell ME-What could people who come through the BACK DOOR,bring to our country-Except 4 CRIME & DISEASE ??#BuildThatWallU Can share",mig,en,train,1,0,1
2080,@ericuman @ggreenwald @gingerthomp1 How about holding parents responsible for breaking the law and endangering their children by illegally crossing the US border!  Catch and release is not a solution it's art of the US immigration problem!,mig,en,train,1,0,1
2081,"""In the current situation, we can't go back to our homes as Myanmar's military has reinforced its troops in #Kachin"" https://t.co/2APDZafm1p #ucanews #thereforthevoiceless #conflict #Myanmar @Johnzaw @MyMissionReview @UNHumanRights @MSF @UNmigration @UNICEF @OpKachin https://t.co/9ja0O6uNUR",mig,en,train,0,0,0
2082,@timesofindia All dirty vote bank politics. AAP rule has made Delhi to look like a big slum.Illegal migrants in Delhi have increased 3 time in AAP 3Y rule,mig,en,train,1,0,1
2083,@NickFerrariLBC Why are illegal immigrants bribed at all to go home? Pay their fares only.,mig,en,train,1,0,0
2084,"In some cases, conditions have become worse for local people than for #refugees. Is there favouritism from aid groups? https://t.co/sH9uv8SHDO #ucanews #voiceforthevoiceless #Rohingya #conflict @ucanbd @StephanUttom @bd_rock @UN @UNICEF @MSF @UNmigration @SC_Humanitarian @theIRC https://t.co/YApLfdqcni",mig,en,train,0,0,0
2085,@Ohio_Buckeye_US @cajunchick25 Sending their fattest..ugliest filthy scumbags!!#BuildThatWall !!,mig,en,train,1,0,1
2086,Pope to explore links between poverty and migration https://t.co/1Yt7l43uL3,mig,en,train,0,0,0
2087,@ThomMAGA The wall is military readiness for the safety/security of the people of the United States. #BuildThatWall,mig,en,train,1,0,0
2088,Join American Sheriffs to Secure Americas Borders! #BuildThatWall,mig,en,train,1,0,1
2089,"ICE protester who scaled Statue of Liberty identified as Congolese immigrant with a record of assaulting a cop https://t.co/tuM7Z55XkU Lol,leftists step into crap with this one...",mig,en,train,1,1,1
2090,@JxhnBinder Too bad Mitch McConnell and Paul Ryan arent listening and/or dont care. Its time to fully fund the border wall or @realDonaldTrump should shut down the government. Need to make eVerify mandatory and end chain migration. #BuildThatWall #MAGA,mig,en,train,1,0,0
2091,@DeptofDefense @SJAFB Hunt illigal refugees by dogs to save the USA from bad elements !,mig,en,train,1,0,1
2092,The mayor of a Lebanese town has had cause to believe the arc of his town’s ordeal is at last bending toward a little less misery—if only for his constituents. The Syrian refugees are still living a nightmare. https://t.co/lrfQHYxirE,mig,en,train,0,0,0
2093,Child care worker charged with sexually assaulting eight children at Southwest Key immigration shelter https://t.co/V1Cf39dm32,mig,en,train,0,0,0
2094,#BuildThatWall #IllegalImmigration get these people the hell out of our country,mig,en,train,1,0,1
2095,#Withrefugees @tyrusmaina @nyamoriv https://t.co/E689VHgMIy,mig,en,train,0,0,0
2096,55 illegal immigrants rescued from inside 100 degree tractor-trailer AGAIN #BuildTheWall #SendThemBack,mig,en,train,1,0,0
2097,To help them go home? https://t.co/yn72lJKzHm,mig,en,train,0,0,0
2098,"Right Wing Politicians &amp; Warmongers:We want to drop lots of bombs on the Middle East and African Countries.  We’ll make lots of money.Right Wing Politicians &amp; Warmongers: Fuck off back to your own country, you immigrants.Obviously no braincells amongst the Right Wing.",mig,en,train,1,0,1
2099,"My latest: For one immigrant woman, the Trump administration’s family separation policy may end up costing her life — and that of her ten-year-old son. https://t.co/qhK72439T3",mig,en,train,0,0,0
2100,#information_warfare https://t.co/Xhog32ZV6g,mig,en,train,0,0,0
2101,"Germany, France and Malta agree to take in boat migrants https://t.co/BUj5nYpPdy",mig,en,train,0,0,0
2102,Youth #Care Worker Accused of Sexually Abusing #Immigrant Boys - #PrescientInfo https://t.co/4htQKYxCxX,mig,en,train,0,0,0
2103,More than 600 migrants force entry into Spain's African exclave of Ceuta https://t.co/MKGALvBLaK,mig,en,train,0,0,0
2104,"We, The People want the Wall Funding NOW!! Shut it down @realDonaldTrump #WRWY Also, We, The People want the DACA ILLEGALS sent back to their Countries of Origin!! @LindseyGrahamSC is wrong about these things. #DrainTheSwamp #BuildThatWall #BuildTheWall #MAGA #WWG1WGA #KAG",mig,en,train,1,0,1
2105,Stand with immigrant communities. Add your name against the citizenship question that will undermine accuracy of the census and underfund our communities. #SaveTheCensus. https://t.co/sWqQRgNh7e,mig,en,train,0,0,0
2106,"IS-puppets tried to roll me over three times! One tried to start a fight on the streets, without success. Even when i never attacked them, guess i'm simply an infidel. Some of the first refugees in 1993 also attacked me without reason, so i absolutely know what i'm talking about!",mig,en,train,1,0,1
2107,"This should be every country. They come here seeking asylum, better life then become a burden to our financials system and criminal system. Why do we allow this. #DeportThemAll. No respect for #America. @realDonaldTrump #BuildThatWall #MAGA #PatriotsUnited #ApologyTourIsOver",mig,en,train,1,0,0
2108,Please be sure to share this widely with #MAGA #MakeAmericaGreatAgain #MAGA2020 #tcot #DrainTheDeepState #DrainTheSwamp #BuildThatWall #Deplorables @realDonaldTrump @POTUS #totallyrealnews,mig,en,train,1,0,0
2109,"Facebook's new political advertising policy denounced by immigrant, civil rights groups - https://t.co/v4X1rqRCdN #advertising #reviews https://t.co/krUioEnOEy",mig,en,train,0,0,0
2110,"there are also places on our Arabic, Bengali &amp; Latin American Spanish classes from January. These have been running since Sept, so not suitable for absolute beginners, but great if you want to brush up. Fees from Â£5/hr &amp; all profits go to our free ESOL classes for refugees (2/3)",mig,en,train,0,0,0
2111,"Luigi Fugazy was a ‘padrone’ to the South Village Italian immigrant community at the turn of the 20th century. Learn how his beneficence helped thousands of his fellow countrymen, and how he was mourned when he died on this day in 1930: https://t.co/41GHKC6xAq https://t.co/UMjvQSlwNm",mig,en,train,0,0,0
2112,This is a riveting investigative story @kcstar uncovering Kobach as the Lyle Lanley of anti-immigrant ordinances https://t.co/OOpERXA5Iy,mig,en,train,0,0,0
2113,Why is it so hard to understand. They are not immigrants. Immigrants come here legally and follow the rules and laws. Illegals are just that. Illegal = criminal. They are not law abiding.  https://t.co/8qRyKJ4ugY,mig,en,train,1,0,1
2114,"#BringBackOurBorders #HillaryClinton #IllegalImmigration #Clinton#Democrats could EASILY fix the problem with ‘˜separating children’ if they desired, but they really don’t care about the... https://t.co/JtqJciFsTA",mig,en,train,0,0,0
2115,"Today @npnewamericans alongside immigrant rights groups across the country, filed a FOIA with @USCIS to demand accountability &amp; transparency over why there’s over 753,000 immigrants still waiting for citizenship, sometimes over 20 months.  #TearDownThe2ndWall #NaturalizeNOW https://t.co/IqBStDvHYE",mig,en,train,0,0,0
2116,We need to be shouting NO!! very loudly if this happens.  The refugee situation is much more important than the... https://t.co/dYIrnJ6o1p,mig,en,train,0,0,0
2117,"Live: US child migrants, #Macron US trade deal, #NorthKorea returns US #War remains https://t.co/vpcnDiK9Ds",mig,en,train,0,0,0
2118,@ChenGonSol @phoenixkhost @phillycustoms But let’s just bring this back down to level for a second. What would you do in this situation? 15-20 million illegal immigrants. What plan of action would you take?,mig,en,train,0,0,0
2119,"Last week, Her Justice staff members spoke about immigrant detention, focusing on the inhumane treatment and poor conditions they observed volunteering at South Texas Family Residential Center in Dilley, TX and how chaotic policy changes continue to adversely affect detainees. https://t.co/yfo5J36qlk",mig,en,train,0,0,0
2120,Not according to the holes in Denmark https://t.co/KloVa6hs1t https://t.co/zbveCEsdlW,mig,en,train,0,0,0
2121,Ferrari Crashes After New CEO Throws Marchionne Under The Bus https://t.co/FpkcGf6p4U https://t.co/EawyJXE2mL,mig,en,train,0,0,0
2122,"Given a stage, refugees can shine. And given opportunity, they can thrive.You can now see the entire #TEDxKakumaCampâŒ show! Share your favorite talks with your friends, and tell us what you think, right here âž¡ï¸ https://t.co/e3vYZWHDwP https://t.co/nqTBSY9m28",mig,en,train,0,0,0
2123,"Now again in office. Orban starts his next 4 years with a complete majority in Hungarian parliament. The fighter against refugees and Soros says the liberal Europe is past, now he want to establish an European christian political reformation. https://t.co/GdnDiMc86A",mig,en,train,0,0,0
2124,Helping refugees proves labour of love in Germany https://t.co/SmR2EKViHI,mig,en,train,0,0,0
2125,"Judge on separation of immigrant families: ""if there's a hell, that's probably what it looks like"" https://t.co/cdB1NLvePb https://t.co/pt0iQeKFlA",mig,en,train,0,0,0
2126,HRW slams 'appalling' conditions of migrant camps in northern Greece https://t.co/hYTGOrolvj,mig,en,train,0,0,0
2127,Stop the Traumatization of Immigrant Children by the Trump/Pence Regime!  #ChildrenInCages #FamilySeparation #ReuniteTheFamilies #ReuniteFamiliesNow #ReuniteEveryChild #ImmigrantChildren https://t.co/suzi2zTyEi,mig,en,train,0,0,0
2128,Excited to be at the @rhpna Roundtable! #loveignited #wewelcomerefugees,mig,en,train,0,0,0
2129,"* Hungary and Montenegro ðŸ‡²ðŸ‡ª:  Prime Minister Viktor Orban has offered to help Montenegro with the difficulties arising from illegal migration. When a country wants results at the border, they call Orban (not Merkel or Macron) for help. https://t.co/hccQmsQ9Vl #v4 #visegrad https://t.co/F5AlA2biVx",mig,en,train,0,0,0
2130,"Sweden: If the country needs the money for refugees to give them a better life, the swedish retireage must increase. This is the end of socialwelfare for Swedisch people. https://t.co/eISgLWGwOB",mig,en,train,0,0,0
2131,"We were ecstatic to welcome a #refugee family to #memphis Tuesday after being separated for so long. We had community members, vols, staff gathered at the airport to celebrate. As we near #WorldRefugeeDay 6/20, we will be sharing ways to show #memphiswelcomesrefugees. Stay tuned!",mig,en,train,0,0,0
